"pg_number","Number","Type","Bbox","Text","Size","Font","Color","Origin","Span_Bbox","x0","y0","x1","y1","ocr_det_arr","Header_image","segment_dictionary","cc_segment_image","image_name","font_size_diff","Header_style","Header_0","Header_1","Header_2"
"0","2","0","(52.13471984863281, 53.468318939208984, 482.515380859375, 68.48331451416016)","battery junction box battery harness : explode view","13.4399995803833","ArialMT","0.0","(52.13471984863281, 65.63519287109375)","(52.13471984863281, 53.468318939208984, 482.515380859375, 68.48331451416016)","52.13471984863281","53.468318939208984","482.515380859375","68.48331451416016","","","","","","4.979999542236328","1","battery junction box battery harness  explode view","",""
"0","8","0","(480.9599914550781, 681.1636352539062, 513.3748779296875, 686.9204711914062)","jscia0761gb","4.980000019073486","Helvetica","0.0","(480.9599914550781, 685.7999877929688)","(480.9599914550781, 681.1636352539062, 513.3748779296875, 686.9204711914062)","480.9599914550781","681.1636352539062","513.3748779296875","686.9204711914062","['13' '12' '22' '9' '17' '16' '5' '1' '6' '3' '8' '19' '10' '18' '14' '4'
 '01' '7' '15']","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7.png","img_0_7.png","0.0","5","battery junction box battery harness  explode view","",""
"0","3","0","(83.16000366210938, 700.641357421875, 155.65672302246094, 710.0927734375)","service plug switch","8.460000038146973","ArialMT","0.0","(83.16000366210938, 708.2999877929688)","(83.16000366210938, 700.641357421875, 155.65672302246094, 710.0927734375)","83.16000366210938","700.641357421875","155.65672302246094","710.0927734375","1","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_2.png","img_0_9.png","0.0","5","battery junction box battery harness  explode view","",""
"0","3","0","(244.74600219726562, 700.641357421875, 347.39141845703125, 710.0927734375)","service plug switch bracket","8.460000038146973","ArialMT","0.0","(244.74600219726562, 708.2999877929688)","(244.74600219726562, 700.641357421875, 347.39141845703125, 710.0927734375)","244.74600219726562","700.641357421875","347.39141845703125","710.0927734375","2","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_2.png","img_0_10.png","0.0","5","battery junction box battery harness  explode view","",""
"0","3","0","(406.38275146484375, 700.641357421875, 514.4896240234375, 710.0927734375)","highvoltage battery harness","8.460000038146973","ArialMT","0.0","(406.38275146484375, 708.2999877929688)","(406.38275146484375, 700.641357421875, 514.4896240234375, 710.0927734375)","406.38275146484375","700.641357421875","514.4896240234375","710.0927734375","3","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_1.png","img_0_11.png","0.0","5","battery junction box battery harness  explode view","",""
"0","4","0","(83.15997314453125, 717.0791625976562, 142.52084350585938, 726.5305786132812)","bus bar nut cap","8.460000038146973","ArialMT","0.0","(83.15997314453125, 724.73779296875)","(83.15997314453125, 717.0791625976562, 142.52084350585938, 726.5305786132812)","83.15997314453125","717.0791625976562","142.52084350585938","726.5305786132812","4","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_5.png","img_0_12.png","0.0","5","battery junction box battery harness  explode view","",""
"0","4","0","(244.7290496826172, 717.0791625976562, 273.9524841308594, 726.5305786132812)","bus bar","8.460000038146973","ArialMT","0.0","(244.7290496826172, 724.73779296875)","(244.7290496826172, 717.0791625976562, 273.9524841308594, 726.5305786132812)","244.7290496826172","717.0791625976562","273.9524841308594","726.5305786132812","5","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_3.png","img_0_13.png","0.0","5","battery junction box battery harness  explode view","",""
"0","4","0","(406.3150634765625, 717.0791625976562, 465.6082763671875, 726.5305786132812)","bus bar nut cap","8.460000038146973","ArialMT","0.0","(406.3150634765625, 724.73779296875)","(406.3150634765625, 717.0791625976562, 465.6082763671875, 726.5305786132812)","406.3150634765625","717.0791625976562","465.6082763671875","726.5305786132812","6","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_4.png","img_0_14.png","0.0","5","battery junction box battery harness  explode view","",""
"0","5","0","(83.15997314453125, 732.8570556640625, 216.30345153808594, 742.3084716796875)","bus bar integrate noise filter","8.460000038146973","ArialMT","0.0","(83.15997314453125, 740.5156860351562)","(83.15997314453125, 732.8570556640625, 216.30345153808594, 742.3084716796875)","83.15997314453125","732.8570556640625","216.30345153808594","742.3084716796875","7","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_1.png","img_0_15.png","0.0","5","battery junction box battery harness  explode view","",""
"0","5","0","(244.6824493408203, 732.8570556640625, 319.03826904296875, 742.3084716796875)","battery junction box","8.460000038146973","ArialMT","0.0","(244.6824493408203, 740.5156860351562)","(244.6824493408203, 732.8570556640625, 319.03826904296875, 742.3084716796875)","244.6824493408203","732.8570556640625","319.03826904296875","742.3084716796875","8","jscia0761gb","{'3': ['img_0_7_CC_1.png'], '7': ['img_0_7_CC_1.png'], '19': ['img_0_7_CC_2.png'], '18': ['img_0_7_CC_2.png'], '1': ['img_0_7_CC_2.png'], '17': ['img_0_7_CC_2.png'], '2': ['img_0_7_CC_2.png'], '5': ['img_0_7_CC_3.png'], '49': ['img_0_7_CC_3.png', 'img_0_7_CC_9.png'], '6': ['img_0_7_CC_4.png'], '4': ['img_0_7_CC_5.png'], '8': ['img_0_7_CC_7.png'], '16': ['img_0_7_CC_8.png'], '9': ['img_0_7_CC_9.png'], '11': ['img_0_7_CC_10.png'], '10': ['img_0_7_CC_10.png'], '13': ['img_0_7_CC_10.png'], '12': ['img_0_7_CC_10.png'], '14': ['img_0_7_CC_10.png'], '15': ['img_0_7_CC_10.png']}","img_0_7_CC_7.png","img_0_16.png","0.0","5","battery junction box battery harness  explode view","",""
